delta_frontal,delta_temporal,delta_parietal,delta_occipital,theta_frontal,theta_temporal,theta_parietal,theta_occipital,alpha_frontal,alpha_temporal,alpha_parietal,alpha_occipital,beta_frontal,beta_temporal,beta_parietal,beta_occipital,gamma_frontal,gamma_temporal,gamma_parietal,gamma_occipital
12.292050656646303,11.3290017236432,11.674087086308724,12.92291401476519,4.066946149017568,2.140753576042174,2.3745433024677522,6.175589607616103,-0.1437431298488893,-2.428042834724648,-1.7771065748740518,2.561042132305833,-2.857163621539656,-6.332464029326655,-5.205582219192863,-1.5430102787630442,-9.130058410627656,-12.194344351012052,-10.917181826681396,-8.825349613871886
7.309125086761667,10.06105635521095,7.5463691745843775,8.974584132611962,2.743721555362086,3.385165725567947,2.630239326719781,4.41238391530486,-0.0670644540093645,0.9786585678633867,1.7347282189707265,2.981149174999317,-4.058493729389619,-3.9647527960244893,-3.8001201861489617,-2.711307498897319,-10.772056630458216,-10.513060346813754,-11.146978735523714,-10.67103303884942
8.337567643741679,8.914536890219736,9.490035247262323,10.030882560668921,2.739610558940781,2.3656671141595966,2.8719013782142397,4.497629427239403,-1.6278472114290239,-2.0739456287391516,-1.762911527471367,1.3564451097147439,-4.567448138929281,-4.300117410026267,-5.263243978770719,-1.9227947405123196,-10.812742362166802,-9.93132212896495,-11.143240362033724,-7.918014512254708
7.50532157711084,9.431755108149847,7.438969399844607,8.039955203948614,1.967646620899849,3.0416036651163894,1.0680272762337228,3.9351606184205856,-1.9657896555463148,-0.7522608684324428,-2.631965756501662,1.0689015763678509,-5.264002834759676,-3.890477993911774,-6.021117778222709,-2.4241327316910892,-11.880093512633724,-10.301446242884339,-12.248449520612198,-9.75250181344932
6.168545305031179,4.318363172102335,4.76526786904748,4.938280619805621,-0.7269898997925585,-1.442260995337835,-1.2970684953141185,-0.5015700156961842,-3.0543680322663453,-0.7434002386600913,-2.1520409901854496,-2.477578234639703,-4.594170367422298,-1.222540249742051,-3.905686749638789,-5.63874167717485,-10.40810533301632,-6.898158401342759,-10.078255375656003,-12.389091078595296
10.093725975527096,8.24308998295156,6.107126125183669,5.765473566532267,2.3557470179519058,0.5176425484195589,-0.7566929119381713,-0.15538422340515073,-1.170362830898817,-1.6713111995172922,-3.7509305428793716,-3.282617294755701,-5.260625283241044,-5.234498485244852,-6.374480620823038,-6.132446465272473,-11.94482564020566,-11.472904510467973,-12.833718916519512,-13.163993343902977
7.044157530318357,7.9013137473922885,7.905463277611135,6.2693574693547,0.8855085730037291,0.8251870852346561,0.5352633802666158,1.0983867509583358,-2.1144270858269745,-1.7314486777961198,-2.6810071482437916,-1.1857945387577242,-5.317235476588814,-5.475874792802849,-7.103579463591092,-5.888525436724104,-11.506342399441921,-11.732700354261134,-13.100827105593151,-11.956819484424486
10.214173059295893,10.329620626392588,12.092609150500287,10.976449554115963,2.7794889541748717,2.4421719017560273,3.2831307425235106,2.7860420863800712,-0.5780674287352803,-0.03135387142164539,0.22211252402095477,-0.038396509650183513,-4.437385603520537,-2.259174668447594,-5.185475069039503,-5.059012775304622,-10.78738577678692,-8.483997082147726,-12.2647379005371,-11.811599112829786
6.544997418919467,8.276108795568174,7.662910929392641,8.180544494310578,0.6627019252484974,1.7339392286125124,1.3287081604938202,2.9367487233325704,-2.2829887094212467,-1.72198942934833,-1.7567728829360412,0.7406750480816219,-3.1245164169814608,-1.732050982803813,-3.4896119903568774,-2.2600069880394162,-9.459534811013702,-7.6357237805741445,-9.878078208780686,-8.929191836854312
8.808022150533915,11.925279056121463,9.622309175303986,8.013963583168072,1.8368708943117746,3.409110683235782,1.723030051613501,2.6904166801256553,-1.744147848451711,-0.8343906279981906,-2.0015073713234113,0.14102333595863975,-5.501564862690435,-2.953962113691869,-4.721543682749797,-3.7281983821864433,-12.491368268803425,-10.553644550086126,-11.969222232800725,-11.398060756758154
